location,latitude,longitude,region,source_file,hour,is_night,motion_intensity,seismic_value,thermal_delta,rf_burst_count,object_count,object_type,weather_code,speed_kmh,distance_border,anomaly_score,threat_level,is_false_positive
0,34.4,73.6,J&K LoC,Train_data.csv,12,0,1.0,0.0,6.67,0,4,NORMAL,0,0.0,1.0,0.4275,MEDIUM,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3745,MEDIUM,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,1.0,0.0,6.67,2,11,NORMAL,0,0.0,1.0,0.477,MEDIUM,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3645,MEDIUM,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3145,CRITICAL,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.309,CRITICAL,0
0,28.1,96.3,Arunachal Sector,Train_data.csv,12,0,1.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.6025,CRITICAL,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.299,CRITICAL,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.309,CRITICAL,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,4,NORMAL,0,0.0,1.0,0.417,MEDIUM,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,1,7,NORMAL,0,0.0,1.0,0.4695,MEDIUM,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,1.0,0.0,6.67,8,36,NORMAL,0,0.0,1.0,0.563,HIGH,0
0,35.5,76.9,Ladakh LAC,Train_data.csv,12,0,0.3,0.0,6.67,0,2,NORMAL,0,0.0,1.0,0.183,LOW,0
2,31.6,74.6,Punjab Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,4,ANOMALY,0,0.0,1.0,0.417,CRITICAL,0
0,33.5,74.2,J&K LoC,Train_data.csv,12,0,1.0,0.0,6.67,1,6,NORMAL,0,0.0,1.0,0.4565,MEDIUM,0
0,35.5,76.9,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.312,CRITICAL,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.309,CRITICAL,0
0,25.7,71.4,Rajasthan Border,Train_data.csv,12,0,0.08,0.0,6.67,0,1,ANOMALY,0,0.0,1.0,0.0905,CRITICAL,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,2,NORMAL,0,0.0,1.0,0.386,MEDIUM,0
0,25.7,71.4,Rajasthan Border,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.301,CRITICAL,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,1.0,0.0,6.67,0,1,ANOMALY,0,0.0,1.0,0.3645,CRITICAL,0
0,25.7,71.4,Rajasthan Border,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.301,CRITICAL,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,0.01,0.0,6.67,6,25,ANOMALY,0,0.0,1.0,0.233,CRITICAL,0
0,34.4,73.6,J&K LoC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3155,CRITICAL,0
0,23.0,68.9,Gujarat Coast,Train_data.csv,12,0,0.12,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.0985,LOW,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,0.17,1.0,0.311,CRITICAL,0
0,35.1,77.8,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,0,4,NORMAL,0,0.0,1.0,0.4305,MEDIUM,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,0.0,0.0,6.67,0,1,ANOMALY,0,1.0,1.0,0.0765,CRITICAL,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3765,MEDIUM,0
0,34.4,73.6,J&K LoC,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.381,MEDIUM,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.294,CRITICAL,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3145,CRITICAL,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.309,CRITICAL,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,0.08,0.0,6.67,0,1,ANOMALY,0,0.0,1.0,0.1005,CRITICAL,0
0,23.9,70.0,Gujarat Coast,Train_data.csv,12,0,1.0,0.0,6.67,0,4,NORMAL,0,0.0,1.0,0.4075,MEDIUM,0
0,23.0,68.9,Gujarat Coast,Train_data.csv,12,0,1.0,0.0,6.67,2,12,NORMAL,0,0.0,1.0,0.483,MEDIUM,0
0,23.0,68.9,Gujarat Coast,Train_data.csv,12,0,0.0,0.0,6.67,1,5,ANOMALY,0,1.0,1.0,0.1245,CRITICAL,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.08,LOW,0
0,23.9,70.0,Gujarat Coast,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.2955,CRITICAL,0
0,23.9,70.0,Gujarat Coast,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.2955,CRITICAL,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3765,MEDIUM,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.299,CRITICAL,0
0,35.1,77.8,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3185,CRITICAL,0
0,23.0,68.9,Gujarat Coast,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.297,CRITICAL,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,1.0,0.0,6.67,2,11,NORMAL,0,0.0,1.0,0.477,MEDIUM,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3075,CRITICAL,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.299,CRITICAL,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,0.3,0.0,6.67,0,2,NORMAL,0,0.0,1.0,0.1785,LOW,0
0,34.4,73.6,J&K LoC,Train_data.csv,12,0,0.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.081,LOW,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,1.0,0.0,6.67,3,16,NORMAL,0,0.0,1.0,0.503,MEDIUM,0
0,25.7,71.4,Rajasthan Border,Train_data.csv,12,0,0.3,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.1565,LOW,0
0,33.5,74.2,J&K LoC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3135,CRITICAL,0
0,33.5,74.2,J&K LoC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3135,CRITICAL,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,0.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.073,LOW,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,1.0,0.0,6.67,2,10,NORMAL,0,0.0,1.0,0.474,MEDIUM,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3075,CRITICAL,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,0.0,0.0,6.67,4,19,ANOMALY,0,1.0,1.0,0.212,CRITICAL,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,1.0,0.0,6.67,1,7,NORMAL,0,0.0,1.0,0.4635,MEDIUM,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,0.01,0.0,6.67,0,2,ANOMALY,0,0.0,1.0,0.078,CRITICAL,0
0,23.0,68.9,Gujarat Coast,Train_data.csv,12,0,0.45,0.0,6.67,12,50,NORMAL,0,0.0,1.0,0.432,MEDIUM,0
0,34.4,73.6,J&K LoC,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.381,MEDIUM,0
0,34.4,73.6,J&K LoC,Train_data.csv,12,0,1.0,0.0,6.67,6,26,NORMAL,0,0.0,1.0,0.5435,HIGH,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,2,11,NORMAL,0,0.0,1.0,0.494,MEDIUM,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.6075,CRITICAL,0
0,25.7,71.4,Rajasthan Border,Train_data.csv,12,0,0.01,0.0,6.67,7,30,ANOMALY,0,0.0,1.0,0.244,CRITICAL,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,0,4,NORMAL,0,0.25,1.0,0.4195,MEDIUM,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,0.45,0.0,6.67,12,50,NORMAL,0,0.0,1.0,0.4425,MEDIUM,0
0,33.5,74.2,J&K LoC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3135,CRITICAL,0
0,28.1,96.3,Arunachal Sector,Train_data.csv,12,0,0.28,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.3865,CRITICAL,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3075,CRITICAL,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3645,MEDIUM,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,0,3,NORMAL,0,0.0,1.0,0.404,MEDIUM,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,4,NORMAL,0,0.25,1.0,0.406,MEDIUM,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,1.0,0.0,6.67,6,28,NORMAL,0,0.0,1.0,0.528,HIGH,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,0.99,1.0,0.3075,CRITICAL,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,1,6,NORMAL,0,0.0,1.0,0.454,MEDIUM,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,1.0,0.0,6.67,3,16,NORMAL,0,0.0,1.0,0.497,MEDIUM,0
0,35.5,76.9,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3775,MEDIUM,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.611,CRITICAL,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,3,14,NORMAL,0,0.0,1.0,0.5065,MEDIUM,0
0,35.5,76.9,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3775,MEDIUM,0
0,34.4,73.6,J&K LoC,Train_data.csv,12,0,1.0,0.0,6.67,0,4,NORMAL,0,0.0,1.0,0.4275,MEDIUM,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,0.9,0.0,6.67,0,3,NORMAL,0,0.0,1.0,0.3655,MEDIUM,0
0,35.1,77.8,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.3185,CRITICAL,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3705,MEDIUM,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,4,18,NORMAL,0,0.0,1.0,0.515,MEDIUM,0
0,28.1,96.3,Arunachal Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3025,CRITICAL,0
0,23.0,68.9,Gujarat Coast,Train_data.csv,12,0,1.0,0.0,6.67,0,2,NORMAL,0,0.0,1.0,0.378,MEDIUM,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3645,MEDIUM,0
0,23.0,68.9,Gujarat Coast,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.297,CRITICAL,0
0,25.7,71.4,Rajasthan Border,Train_data.csv,12,0,1.0,0.0,6.67,3,15,NORMAL,0,0.0,1.0,0.496,MEDIUM,0
0,35.1,77.8,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.384,MEDIUM,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,2,11,NORMAL,0,0.0,1.0,0.4975,MEDIUM,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3645,MEDIUM,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,0.0,0.0,6.67,0,1,ANOMALY,0,0.0,1.0,0.0595,CRITICAL,0
0,35.5,76.9,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.312,CRITICAL,0
0,34.4,73.6,J&K LoC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3155,CRITICAL,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,4,ANOMALY,0,0.0,1.0,0.406,CRITICAL,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.294,CRITICAL,0
0,35.5,76.9,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.312,CRITICAL,0
2,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,1,5,ANOMALY,0,0.0,1.0,0.4385,CRITICAL,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3705,MEDIUM,0
0,35.5,76.9,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.312,CRITICAL,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,4,NORMAL,0,0.0,1.0,0.421,MEDIUM,0
0,28.1,96.3,Arunachal Sector,Train_data.csv,12,0,0.42,0.0,6.67,1,6,NORMAL,0,0.0,1.0,0.2715,LOW,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,0.08,0.0,6.67,0,1,ANOMALY,0,0.0,1.0,0.0945,CRITICAL,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3745,MEDIUM,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,7,33,NORMAL,0,0.0,1.0,0.56,HIGH,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3745,MEDIUM,0
0,23.0,68.9,Gujarat Coast,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.297,CRITICAL,0
18,35.5,76.9,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3775,MEDIUM,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.6145,CRITICAL,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,1,6,NORMAL,0,0.0,1.0,0.4575,MEDIUM,0
0,33.5,74.2,J&K LoC,Train_data.csv,12,0,0.08,0.0,6.67,0,1,ANOMALY,0,0.0,1.0,0.103,CRITICAL,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.294,CRITICAL,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,0.44,0.0,6.67,12,50,NORMAL,0,0.0,1.0,0.4395,MEDIUM,0
0,35.5,76.9,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,0,2,ANOMALY,0,0.0,1.0,0.093,CRITICAL,0
0,23.0,68.9,Gujarat Coast,Train_data.csv,12,0,1.0,0.0,6.67,1,6,NORMAL,0,0.0,1.0,0.44,MEDIUM,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,4,17,NORMAL,0,0.0,1.0,0.5085,MEDIUM,0
0,23.9,70.0,Gujarat Coast,Train_data.csv,12,0,0.0,0.0,6.67,4,19,ANOMALY,0,1.0,1.0,0.2025,CRITICAL,0
0,28.1,96.3,Arunachal Sector,Train_data.csv,12,0,0.28,0.0,6.67,10,45,ANOMALY,0,0.0,1.0,0.3715,CRITICAL,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,0.08,0.0,6.67,0,1,ANOMALY,0,0.0,1.0,0.0835,CRITICAL,0
0,23.9,70.0,Gujarat Coast,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.361,MEDIUM,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,0.35,0.0,6.67,0,2,NORMAL,0,0.0,1.0,0.2005,LOW,0
0,25.7,71.4,Rajasthan Border,Train_data.csv,12,0,1.0,0.0,6.67,4,19,NORMAL,0,0.0,1.0,0.508,MEDIUM,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,3,NORMAL,0,0.0,1.0,0.4055,MEDIUM,0
0,28.1,96.3,Arunachal Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,1.0,1.0,0.368,MEDIUM,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,12,50,NORMAL,0,0.0,1.0,0.6145,HIGH,0
0,25.7,71.4,Rajasthan Border,Train_data.csv,12,0,1.0,0.0,6.67,2,12,NORMAL,0,0.0,1.0,0.487,MEDIUM,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3145,CRITICAL,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.305,CRITICAL,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.299,CRITICAL,0
0,23.0,68.9,Gujarat Coast,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.297,CRITICAL,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.294,CRITICAL,0
0,35.1,77.8,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.384,MEDIUM,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.294,CRITICAL,0
0,34.4,73.6,J&K LoC,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.381,MEDIUM,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.373,MEDIUM,0
0,28.1,96.3,Arunachal Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3025,CRITICAL,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,1.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.605,CRITICAL,0
0,25.7,71.4,Rajasthan Border,Train_data.csv,12,0,0.45,0.0,6.67,12,50,NORMAL,0,0.0,1.0,0.436,MEDIUM,0
0,23.9,70.0,Gujarat Coast,Train_data.csv,12,0,1.0,0.0,6.67,0,4,NORMAL,0,0.0,1.0,0.4075,MEDIUM,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.311,CRITICAL,0
0,33.5,74.2,J&K LoC,Train_data.csv,12,0,1.0,0.0,6.67,5,23,NORMAL,0,0.0,1.0,0.5325,HIGH,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,1.0,0.0,6.67,1,5,NORMAL,0,0.0,1.0,0.4365,MEDIUM,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,0,4,NORMAL,0,0.25,1.0,0.4265,MEDIUM,0
0,28.1,96.3,Arunachal Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,0.98,1.0,0.3025,CRITICAL,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3075,CRITICAL,0
0,25.7,71.4,Rajasthan Border,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.301,CRITICAL,0
0,23.9,70.0,Gujarat Coast,Train_data.csv,12,0,1.0,0.0,6.67,2,10,NORMAL,0,0.0,1.0,0.4755,MEDIUM,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3145,CRITICAL,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,0.45,0.0,6.67,12,50,NORMAL,0,0.0,1.0,0.444,MEDIUM,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.294,CRITICAL,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,1,8,NORMAL,0,0.0,1.0,0.485,MEDIUM,0
0,33.7,78.9,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.3145,CRITICAL,0
5,22.7,92.7,Northeast Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3595,MEDIUM,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,0.0,0.0,6.67,6,27,ANOMALY,0,1.0,1.0,0.242,CRITICAL,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3595,MEDIUM,0
0,33.5,74.2,J&K LoC,Train_data.csv,12,0,1.0,0.0,6.67,1,8,NORMAL,0,0.0,1.0,0.4875,MEDIUM,0
0,33.5,74.2,J&K LoC,Train_data.csv,12,0,1.0,0.0,6.67,1,5,NORMAL,0,0.0,1.0,0.441,MEDIUM,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.299,CRITICAL,0
0,23.0,68.9,Gujarat Coast,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.297,CRITICAL,0
0,22.7,92.7,Northeast Sector,Train_data.csv,12,0,1.0,0.0,6.67,7,33,NORMAL,0,0.0,1.0,0.543,HIGH,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.3745,MEDIUM,0
0,35.1,77.8,Ladakh LAC,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.3185,CRITICAL,0
0,27.6,91.9,Arunachal Sector,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.309,CRITICAL,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,1.0,0.0,6.67,3,15,NORMAL,0,0.0,1.0,0.5,MEDIUM,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,1.0,0.0,6.67,2,10,NORMAL,0,0.0,1.0,0.479,MEDIUM,0
0,34.4,73.6,J&K LoC,Train_data.csv,12,0,1.0,0.0,6.67,1,6,NORMAL,0,0.0,1.0,0.4585,MEDIUM,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.299,CRITICAL,0
0,35.5,76.9,Ladakh LAC,Train_data.csv,12,0,1.0,0.0,6.67,3,14,NORMAL,0,0.0,1.0,0.504,MEDIUM,0
0,27.4,88.8,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.373,MEDIUM,0
0,30.2,80.3,Uttarakhand Pass,Train_data.csv,12,0,1.0,0.0,6.67,0,4,NORMAL,0,0.0,1.0,0.411,MEDIUM,0
0,31.6,74.6,Punjab Sector,Train_data.csv,12,0,0.08,0.0,6.67,0,1,ANOMALY,0,0.0,1.0,0.0945,CRITICAL,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,0.0,0.0,6.67,12,50,ANOMALY,0,1.0,1.0,0.311,CRITICAL,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,1.0,0.0,6.67,0,2,NORMAL,0,0.5,1.0,0.392,MEDIUM,0
0,25.7,71.4,Rajasthan Border,Train_data.csv,12,0,1.0,0.0,6.67,12,50,ANOMALY,0,0.0,1.0,0.601,CRITICAL,0
0,23.0,68.9,Gujarat Coast,Train_data.csv,12,0,1.0,0.0,6.67,0,3,NORMAL,0,0.0,1.0,0.3935,MEDIUM,0
0,23.9,70.0,Gujarat Coast,Train_data.csv,12,0,0.43,0.0,6.67,12,50,NORMAL,0,0.0,1.0,0.4245,MEDIUM,0
0,28.1,96.3,Arunachal Sector,Train_data.csv,12,0,0.64,0.0,6.67,0,2,NORMAL,0,0.0,1.0,0.2755,LOW,0
0,27.3,89.1,Sikkim Ridge,Train_data.csv,12,0,0.0,0.0,6.67,0,1,NORMAL,0,0.0,1.0,0.0765,LOW,0
